Epoch,Train Loss,Val Loss
1,3.0298386970198297,2.8063415765762327
2,2.86325752304261,2.754714012145996
3,2.8175066953682038,2.782079648971558
4,2.744066864611155,2.679978919029236
5,2.7144987525710143,2.5952295303344726
6,2.6704541258065095,2.5333337783813477
7,2.6062695807721243,2.5133147478103637
8,2.5404297788459136,2.542696475982666
9,2.50472744401679,2.4005337715148927
10,2.461759087551071,2.388322925567627
11,2.3780875407069564,2.3578901052474976
12,2.299282927110971,2.2803737044334413
13,2.2345371030899415,2.2319321393966676
14,2.1019271798880705,2.246976315975189
15,2.0111958492233093,2.145705795288086
16,1.8773502958826271,2.1809428572654723
17,1.7496387829263527,2.1932768702507017
18,1.5962258548621673,1.9132647871971131
19,1.4385136595691543,1.9879510998725891
20,1.3089369722159512,1.8677741169929505
21,1.1302689579596001,1.8191853404045104
22,0.9210235505218966,1.8841526746749877
23,0.7977535078324467,1.8315798044204712
24,0.6535255603761558,1.853405487537384
25,0.5384649099355721,1.851072645187378
26,0.4137701672243785,1.8169915795326232
27,0.3692971764199705,1.8774440348148347
28,0.3271130529871906,1.8067430555820465
29,0.24470930681171188,1.727712732553482
30,0.1958118222923164,1.7886131823062896
31,0.16329842051827764,1.6441066145896912
32,0.12815218984362592,1.7477800846099854
33,0.11016794971852417,1.7870461583137511
34,0.1052754908485944,1.855911421775818
35,0.08397990857890572,1.7882670640945435
36,0.07515028792332454,1.7701081871986388
37,0.07421913940504372,1.8690032839775086
38,0.08744423579514386,1.9226758539676667
39,0.0988787379205586,1.8850251674652099
40,0.11737681373235691,2.018874394893646
41,0.11671697334891343,1.7861028730869293
42,0.06683570164513875,1.9184506356716156
43,0.058811420967510665,1.8886122107505798
44,0.04890828753585916,2.0243519067764284
45,0.06891692794455462,2.0992504477500917
